Ano Letivo;Nome;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP
2024;Aluno-680;Quartzo;5;3;3,0;6,6;5,6;3;6,6;5;6,7
2024;Aluno-698;Ametista;7,3;3;9;8,3;6,9;4,5;7,3;10;7,3
2024;Aluno-712;Ágata;6,2;4;7,5;6;5,6;6,8;6;5;6,6
2024;Aluno-735;Ametista;7,8;4;8;9,8;6,3;8;7,7;5;7,7
2024;Aluno-721;Topázio;8,9;4;9;9,5;8,1;8,2;8,8;10;8,8
2024;Aluno-707;Ágata;6,5;4;7,9;7,7;4,4;6,5;6,4;5;6,4
2024;Aluno-706;Quartzo;5,9;4;3,2;7,1;6,3;3,2;7;10;7,7
2024;Aluno-731;Quartzo;4,8;4;9,5;4,2;4,4;2,5;4,8;5;5,8
2024;Aluno-571;Ágata;6,3;4;7;8,7;4,4;5,2;5,8;5;7
2024;Aluno-549;Ágata;6,5;4;10;7,2;6,3;5,8;5,9;5;6,4
2024;Aluno-710;Ametista;7;4;9,2;8,2;5,6;6,8;6,5;5;7,7
2024;Aluno-502;Topázio;8,5;3;9;9,8;3,8;8;8,8;10;9,1
2024;Aluno-501;Topázio;8,3;3;7;8;7,5;8,8;8,2;10;8,4
2024;Aluno-522;Topázio;8,7;3;8;9,5;7,5;9;7,9;10;8,4
2024;Aluno-499;Ametista;7,6;3;8,5;9;7,5;4,8;7,5;10;7,2
2024;Aluno-480;Ametista;7,3;3;6,2;8,1;7,5;5;7,4;10;7,8
2024;Aluno-696;Ametista;7,5;3;7,4;7,8;7,5;5,2;8;10;7,7
2024;Aluno-497;Quartzo;4,5;3;7,5;6,1;5,6;1;3,5;5;5,6
2024;Aluno-483;Ágata;6,6;3;8,5;5,6;6,3;5,2;8,1;5;8,1
2024;Aluno-529;Quartzo;5,3;3;7;6,6;4,4;4,2;4,9;5;4,8
2024;Aluno-1453;Ametista;7,1;3;8,5;7,8;6,2;6,5;7,7;5;7,5
2024;Aluno-555;Quartzo;5,1;5;10;2,8;6,9;4,3;5;5;5
2024;Aluno-381;Quartzo;5,9;4;8,3;6,1;7,5;3,7;6,1;5;6,7
2024;Aluno-364;Topázio;8,3;4;8,8;9,5;7,5;7,5;7,2;10;8
2024;Aluno-573;Ametista;7,8;4;9,2;9,5;8,8;5;6,8;10;7,8
2024;Aluno-359;Ametista;7,5;3;9,2;7,2;6,3;5,5;8,3;10;7,5
2024;Aluno-187;Topázio;8,6;3;8,8;9,5;5,6;7,8;9,1;10;8,4
2024;Aluno-342;Ágata;6,8;3;8,8;7,7;6,3;4,5;7,7;5;7,7
2024;Aluno-204;Ametista;7,8;4;9,2;6,8;6,3;7,5;8,6;10;7,1
2024;Aluno-247;Ágata;6,6;4;4,3;8,3;6,3;4,3;8,6;10;7,8
2024;Aluno-356;Ágata;6,6;4;8,3;6,7;5,6;5,3;6,5;10;5,2
2024;Aluno-367;Ametista;7,2;4;9,2;7,3;6,3;5;7,6;10;6,9
2024;Aluno-352;Quartzo;6;4;8,3;4,5;6,3;3,2;6,8;10;6,4
2024;Aluno-249;Ágata;6,1;5;7,1;6,6;5;5;7,1;5;6,8
2024;Aluno-338;Topázio;8,1;4;9,2;7,4;7,5;6,8;8,8;10;7,6
2024;Aluno-347;Topázio;8,4;5;8,8;9,7;6,9;7,7;7,8;10;8
2024;Aluno-336;Ágata;6,8;5;7,5;5,5;6,3;5,8;7,2;10;7,5
2024;Aluno-1153;Topázio;8,3;5;8,8;9,7;5,6;8,5;9,1;5;8,8
2024;Aluno-332;Topázio;8,4;5;9,6;7,6;9,4;7;8,7;10;8,6
2024;Aluno-339;Ametista;7,7;5;7,5;7,2;5,6;8,2;7,7;10;8
2024;Aluno-620;Quartzo;5,8;3;8,3;4;7,5;2,5;5,9;10;7,1
2024;Aluno-616;Quartzo;5,5;3;7,5;3,1;6,9;3,8;4,9;10;6,5
2024;Aluno-614;Ametista;7,8;3;9,6;9,7;7,5;6,8;7,6;5;7,9
2024;Aluno-397;Ágata;6,8;5;7,9;7,9;5,6;5,7;7,4;5;7,6
2024;Aluno-239;Ágata;6,8;5;8,8;6,4;5,6;6,7;8,5;2,5;7,9
2024;Aluno-382;Quartzo;5,8;5;9,2;6,3;5,6;3;6,4;5;6,8
2024;Aluno-383;Topázio;8;5;9,2;8,6;7,5;5,8;8,5;10;7,9
2024;Aluno-420;Ametista;7,5;4;8,3;9,6;6,3;4;8;10;7,8
2024;Aluno-419;Topázio;8,4;4;7,1;9,4;6,3;8,2;8,5;10;8
2024;Aluno-418;Topázio;9,1;4;8,8;10;7,5;9,3;9;10;8,2
2024;Aluno-303;Ágata;6,2;4;8,8;4;7,5;5,7;7,5;5;6,9
2024;Aluno-416;Topázio;8,7;4;8,8;9;7,5;8;9,1;10;8,5
2024;Aluno-471;Ágata;6,6;4;5,5;7;7,5;5,5;8;10;7,7
2024;Aluno-402;Quartzo;5,7;4;7,5;3,1;6,3;4,2;6,1;10;6,4
2024;Aluno-301;Topázio;8,4;4;9,2;7,5;7,5;9;8,2;10;8
2024;Aluno-412;Topázio;8;4;8,3;8,5;6,3;7,3;8,1;10;8
2024;Aluno-411;Ametista;7,3;4;7,1;9,1;5,6;4,8;7,4;10;7,3
2024;Aluno-470;Ágata;7;4;9,6;8;7,5;3,3;6,5;10;7
2024;Aluno-432;Ametista;7,2;4;7,5;10;6,3;5,5;7,3;5;7,3
2024;Aluno-450;Ametista;7,5;4;8,8;9;5,6;7,5;7,6;5;7,8
2024;Aluno-377;Ametista;7,5;5;9,2;7,7;7,5;5,2;7,6;10;7,1
2024;Aluno-262;Quartzo;5,8;5;7,9;4,9;7,5;4,2;6,3;5;7
2024;Aluno-395;Ametista;7,2;5;8,8;6,9;6,3;4,3;8,5;10;7,2
2024;Aluno-260;Topázio;8,4;5;8,8;9,7;7,5;7;8,5;10;7,9
2024;Aluno-388;Quartzo;6;5;7,5;6,3;7,5;4,3;5,8;5;6,8
2024;Aluno-384;Topázio;8,1;5;7,5;8,6;7,5;7,5;7,9;10;7,6
2024;Aluno-626;Ágata;6,4;3;9,6;3,4;6,9;5,3;6,4;10;7,3
2023;Aluno-1266;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5
2024;Aluno-588;Topázio;8,7;3;9,2;9,8;7,5;7,8;8;10;8,8
2024;Aluno-461;Ametista;7,5;3;8,8;9,2;7,5;4,5;7,1;10;7,7
2024;Aluno-618;Ágata;6,7;3;10;8,3;6,9;4,2;6,8;5;6,7
2024;Aluno-1538;Ametista;8;3;9,2;7,9;8,1;7,2;7,1;10;7,9
2024;Aluno-403;Topázio;8;3;8,8;7,4;7,5;7,7;7,6;10;8,5
2024;Aluno-583;Ametista;7,4;4;7,9;8,9;8,1;5;6,9;10;6,9
2024;Aluno-562;Topázio;8,4;4;8,3;9,8;8,1;7,8;7,2;10;7,6
2024;Aluno-375;Ametista;8;5;9,6;9,4;7,5;6,8;6,4;10;7,2
2024;Aluno-258;Ágata;6,4;5;7,1;6,9;7,5;2,5;6,7;10;7,3
2024;Aluno-563;Topázio;8,6;5;9,2;9,5;8,1;8,3;7,5;10;8,1
2024;Aluno-414;Ametista;7,2;4;7,9;8,4;7,5;6;5,7;10;6,2
2023;Aluno-703;Ágata;6,3;2;9,5;8,4;3,1;4,6;6,2;5;6,9
2024;Aluno-547;Ametista;7,2;5;8,8;7;8,1;6,8;5,9;10;5,6
2024;Aluno-535;Ametista;7,7;5;9,2;7,2;8,1;6;7,5;10;8
2024;Aluno-584;Ágata;6,8;4;8,8;5,6;8,8;4,3;6,4;10;7,3
2024;Aluno-376;Quartzo;5,9;4;10;8,3;2,5;2,8;6,3;5;6,6
2024;Aluno-389;Ametista;7,2;4;9,6;6,7;8,8;5,2;6,7;10;6,6
2024;Aluno-556;Quartzo;5,8;4;7,1;6,2;2,5;3,8;6,2;10;6,4
2024;Aluno-387;Ágata;6,1;4;7,5;7,2;7,5;4,3;6;5;6,2
2024;Aluno-368;Ágata;6,8;4;7,9;6,2;7,5;7;6,7;5;7,7
2024;Aluno-557;Topázio;9,4;5;10;8,8;7,5;9,7;9,6;10;10
2024;Aluno-401;Ágata;6,7;4;6,7;6,8;6,9;4,8;6,9;10;6,6
2024;Aluno-592;Ametista;7,1;4;7,9;6,1;2,5;7,8;7,6;10;7,7
2024;Aluno-474;Ágata;6;4;9,2;5,8;7,5;3;6,9;5;7,2
2024;Aluno-657;Topázio;8,2;3;8,8;9,6;6,9;7,5;7,1;10;8,1
2024;Aluno-656;Ágata;6,7;3;9,2;6;7,5;4,2;6,1;10;7,5
2024;Aluno-655;Topázio;8,2;3;7,5;10;8,8;6,8;7,2;10;8,1
2024;Aluno-649;Ágata;7;3;8,8;6;8,8;3,7;7,3;10;8,3
2024;Aluno-642;Ametista;7,1;4;9,6;9,1;3,8;4;7;10;7,2
2024;Aluno-458;Quartzo;5,7;4;8,8;3,7;6,9;4;6,8;5;7
2024;Aluno-639;Quartzo;5,8;4;7,9;5,3;2,5;3,8;6,2;10;6,7
2024;Aluno-444;Quartzo;5,4;4;8,3;6,4;2,5;3,7;6;5;6,2
2024;Aluno-646;Ametista;7,7;4;10;9,3;7,5;6,2;7,7;5;8,3
2024;Aluno-633;Quartzo;5,2;4;4,6;4,7;2,5;3,3;6,1;10;6,9
2024;Aluno-304;Ágata;6,9;2;10;7,8;7,5;7,2;5,8;2,5;6,9
2024;Aluno-613;Ametista;7,4;2;8,3;9,6;7,5;7,3;6,2;5;6,9
2024;Aluno-605;Ágata;6;5;7,5;6,2;6,9;2,7;5,5;10;7
2024;Aluno-667;Ametista;7,2;5;9,2;7;7,5;4,7;7;10;7,8
2024;Aluno-404;Ágata;6,6;5;8,3;6,3;2,5;5,7;7;10;7,5
2024;Aluno-760;Ágata;6,9;5;9,2;7,1;7,5;5;6,2;10;6,2
2024;Aluno-476;Ágata;6,7;4;7,9;6,6;7,5;4,5;6,7;10;6,2
2024;Aluno-604;Ametista;7,4;4;8,3;7,5;8,1;7;6,2;10;6,4
2024;Aluno-602;Topázio;8,6;4;9,6;9,7;7,5;7,3;8,5;10;8,3
2024;Aluno-586;Topázio;8,7;3;9,2;9,2;7,5;8,5;8,1;10;8,8
2023;Aluno-677;Topázio;8,5;2;10;8,2;10;8,7;9,8;5;6,9
2024;Aluno-1661;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5
2022;Aluno-778;Ametista;7,4;2;10;6,7;7,5;7,1;8,8;5;6,3
2022;Aluno-182;Ágata;6,3;4;7,5;8;7,5;4,1;7;2,5;7,3
2023;Aluno-763;Ágata;6,7;2;0;9,2;3,1;7,9;9;5;6,9
2022;Aluno-730;Ametista;7,9;2;10;8,2;8,8;8,3;8,2;5;5,8
2022;Aluno-280;Ametista;8;4;7,5;9,2;7,5;7,1;7,3;10;7,8
2022;Aluno-185;Ágata;6,6;4;7,9;7,7;7,5;4,5;6,9;5;7,4
2022;Aluno-188;Quartzo;5,3;4;0;6,1;7,5;2,7;7,6;5;7,7
2022;Aluno-534;Ametista;7,1;3;9;7,4;7,5;7,1;7,3;5;5,9
2022;Aluno-421;Topázio;8,7;3;8,5;9,3;7,5;8,8;9,1;10;6,6
2022;Aluno-192;Quartzo;4,9;4;8,8;3,6;7,5;2,7;4,7;5;5,7
2022;Aluno-197;Topázio;8,2;4;8,8;9,7;4,4;7,3;8,3;10;8,2
2022;Aluno-201;Ametista;7,1;4;7,9;7,3;7,5;6,5;7,5;5;8
2022;Aluno-203;Quartzo;5,7;4;8,8;4,3;7,5;2,8;6,9;5;7,7
2022;Aluno-414;Ametista;7,3;3;8;9,3;7,5;5,9;7,7;5;6,7
2022;Aluno-605;Ametista;7,3;3;6,9;9,3;6,9;7,1;7,6;5;6,2
2023;Aluno-783;Ametista;7,3;2;9,5;6,8;3,8;8,9;7,9;5;7,5
2022;Aluno-207;Quartzo;4,9;4;0;4,8;7,5;5,8;5,7;2,5;6,4
2022;Aluno-277;Ametista;7,4;4;7,1;8,8;7,5;7,4;7,2;5;7,6
2022;Aluno-611;Ametista;7,8;3;9,5;7,6;7,5;9,5;7,6;5;6,6
2022;Aluno-735;Ametista;7,5;2;9;9;5,6;7,3;8,6;5;5,6
2022;Aluno-612;Ametista;7,6;3;9;9,2;7,5;7,9;7,2;5;5,9
2022;Aluno-617;Ametista;7,1;3;8,5;8,9;7,5;6,3;6,8;5;6
2023;Aluno-805;Ágata;6,5;2;0;9,1;7,5;6,8;7,2;5;6,2
2022;Aluno-142;Ametista;7,5;4;6,7;8,6;5,6;6,3;7,6;10;7,7
2022;Aluno-501;Ametista;7,8;3;8,5;8,8;7,5;6,8;7,3;10;6,2
2023;Aluno-706;Ametista;7,2;2;9;7,8;4,4;7,3;8,1;5;6,9
2022;Aluno-805;Topázio;8,3;2;9,5;9;7,5;8,8;7,3;10;5,8
2022;Aluno-522;Topázio;8,3;3;9,5;9,1;7,5;7,5;8,2;10;6,4
2022;Aluno-802;Ametista;7,8;2;9;9;7,5;8,3;8,3;5;5,3
2022;Aluno-525;Ametista;8;3;9;9,3;7,5;8,6;8,2;5;6,3
2022;Aluno-159;Ágata;6,5;4;8,3;8,1;5,6;4,7;6,5;5;7,5
2022;Aluno-626;Quartzo;5,8;3;7,4;7,6;7,5;1,3;7,3;5;5,7
2022;Aluno-349;Quartzo;5,7;3;9,5;7,7;7,5;3,7;3,9;5;4,4
2022;Aluno-162;Ametista;7,2;4;6,7;8,5;7,5;5,5;6,5;10;6,8
2022;Aluno-163;Ágata;6,8;4;8,8;7,9;5,6;6,7;6,5;5;6,4
2022;Aluno-797;Ametista;7,2;2;9;8,5;7,5;7,3;7,5;5;3,9
2022;Aluno-528;Quartzo;5,3;3;0;6,2;7,5;4;6,9;5;6,3
2022;Aluno-620;Ágata;6;3;0;7,5;7,5;6,8;6,8;5;5,3
2022;Aluno-619;Ametista;7,7;3;9,5;8;7,5;9;7,3;5;6,4
2022;Aluno-614;Topázio;8,3;3;9,5;9,7;7,5;9,6;8,3;5;5,8
2022;Aluno-604;Ametista;8;3;9;9;7,5;8,8;8,3;5;6,3
2022;Aluno-211;Topázio;8,5;4;9,2;8,8;7,5;7,6;8,5;10;8,5
2022;Aluno-788;Topázio;8,3;2;10;9,3;5,6;8;8,7;10;5,4
2022;Aluno-745;Ametista;7,4;2;9;8,5;5,6;8,1;7,8;5;5,6
2023;Aluno-768;Topázio;8,4;2;10;9,1;7,5;7,9;10;5;7,5
2022;Aluno-224;Quartzo;5,7;4;9,6;4,3;7,5;2,6;4,9;10;6,3
2022;Aluno-482;Ágata;6,9;3;10;7,9;7,5;5,5;6,8;5;6,1
2022;Aluno-372;Ametista;7,3;3;8,5;5,5;6,9;7,8;7,4;10;6,2
2022;Aluno-768;Ametista;7,6;2;9;10;7,5;7,1;7,6;5;5,1
2022;Aluno-591;Ametista;7,5;3;9,5;9,3;7,5;7,1;7,4;5;5,4
2022;Aluno-767;Ametista;7,5;2;9,5;9;7,5;7;7,6;5;5,8
2022;Aluno-374;Ametista;7,7;3;9;9,8;7,5;6,9;7,9;5;6,3
2022;Aluno-763;Ametista;7,4;2;9,5;9,7;7,5;6,5;7,2;5;5,2
2022;Aluno-377;Ágata;6,7;3;9;7,7;5,6;6,2;6,8;5;6
2022;Aluno-378;Ametista;7,2;3;9;6,8;5,6;8,1;7,9;5;6,8
2022;Aluno-760;Topázio;8,2;2;9;9,2;7,5;8,8;8,9;5;6,7
2022;Aluno-239;Quartzo;4,6;4;0;3,7;7,5;3,7;6;5;6,7
2022;Aluno-759;Ametista;7,6;2;9;8,6;7,5;7,5;7,8;5;6,7
2022;Aluno-238;Ágata;6,3;4;8,8;6,4;5;5,1;7,2;5;6,8
2022;Aluno-588;Topázio;8,6;3;9,5;10;5,6;9,3;8,3;10;5,7
2022;Aluno-593;Ágata;6,3;3;7,5;7,4;7,5;4,6;6,3;5;6,4
2022;Aluno-772;Ágata;7;2;9;5,4;7,5;9,2;7,2;5;4,9
2022;Aluno-562;Ametista;7,9;2;8;9;7,5;8;8,8;5;6,9
2022;Aluno-775;Quartzo;5,8;2;7,9;5,7;4,4;5,7;6,4;5;5,1
2022;Aluno-272;Ágata;6,4;4;9,2;5,7;7,5;5,1;6,4;5;7,9
2022;Aluno-783;Ágata;7;2;9,5;5,8;7,5;6;6,9;10;5,6
2022;Aluno-601;Ametista;7,7;3;9;9,7;7,5;5,7;7,2;10;5,3
2022;Aluno-546;Ágata;6,8;2;9;7,9;5;5,6;7,9;5;6,2
2022;Aluno-215;Ametista;7,2;4;6,7;5,8;7,5;7,8;6,5;10;7,6
2022;Aluno-781;Ametista;7,8;2;10;8,9;7,5;8,3;7,8;5;5,5
2022;Aluno-217;Ametista;7,4;4;7,9;8,5;7,5;7,1;7,3;5;7,8
2022;Aluno-600;Ágata;7;3;8,5;8,4;7,5;3,9;6,8;10;5,8
2022;Aluno-140;Ametista;7,4;4;7,9;7,6;6,9;5,7;7,7;10;7,2
2022;Aluno-268;Ágata;6,7;4;9,2;6,7;6,3;5,7;7,2;5;7,3
2022;Aluno-262;Quartzo;4,8;4;0;5,8;5,6;3,4;5,6;5;7,8
2022;Aluno-480;Ametista;7,5;3;9;8,8;7,5;6,3;8,4;5;6,5
2023;Aluno-671;Ágata;6,5;2;7,9;8,3;3,1;7,8;5,7;5;5,6
2022;Aluno-247;Ametista;7,7;4;8,3;8,2;7,5;5,8;7,9;10;7,4
2022;Aluno-401;Ágata;6,6;3;6,9;9,6;7,5;4,3;6,7;5;5,4
2022;Aluno-481;Ametista;7,2;3;9;8;7,5;5,2;6,9;10;5,3
2022;Aluno-559;Ametista;7,6;2;9,5;9,2;7,5;7,1;8,1;5;5,2
2022;Aluno-596;Topázio;9;3;9,5;10;7,5;9,3;9;10;6,4
2022;Aluno-549;Ágata;6,3;2;10;7,9;6,9;4,2;6,2;5;4,5
2022;Aluno-134;Ágata;6,6;4;8,8;6,8;7,5;4,7;7,4;5;6,9
2022;Aluno-160;Ágata;6,7;4;7,5;7,2;5,6;5,3;8,2;5;7,5
2023;Aluno-719;Ágata;6,4;2;9,5;5,3;7,5;5,9;7,1;5;5,6
2022;Aluno-667;Quartzo;5,8;2;8,5;5,6;7,5;4,5;5,8;5;5,2
2022;Aluno-644;Ametista;7,8;3;9,5;8;7,5;8,8;8,3;5;5,8
2022;Aluno-60;Quartzo;5,5;3;6,7;6;7,5;4,9;6,2;2,5;4,1
2022;Aluno-61;Ametista;7,5;3;9,2;7,4;7,5;5,8;7,9;10;6,1
2022;Aluno-701;Ametista;7,8;2;9;9,3;7,5;8,7;7,4;5;5,7
2023;Aluno-672;Ágata;6,6;2;7,9;9,5;2,5;6,4;6,4;5;5,6
2022;Aluno-703;Ágata;6,1;2;7,5;7,4;5;5,1;6,8;5;4,9
2023;Aluno-701;Ametista;7,4;2;9,5;9,9;3,8;7,2;7,7;5;6,2
2022;Aluno-825;Ametista;7,2;2;7,5;8,2;6,9;7,6;7,9;5;5,2
2022;Aluno-327;Ágata;7;3;8,5;8,8;7,5;2,8;7,3;10;6,2
2022;Aluno-642;Ametista;7,8;3;10;9,7;6,9;7,3;7,8;5;6,5
2022;Aluno-706;Ametista;7,7;2;9,5;6,7;7,5;9,1;8,4;5;6,6
2022;Aluno-823;Quartzo;6;2;10;6;7,5;2,8;7,2;5;5,5
2022;Aluno-660;Topázio;8,4;2;9,5;9;7,5;6,9;9,1;10;7
2022;Aluno-87;Topázio;8,7;4;8,3;9,6;7,5;8,8;8,5;10;7,4
2022;Aluno-713;Ametista;7,4;2;10;8,7;7,5;7,8;7,2;5;4,1
2022;Aluno-450;Ametista;7,8;3;10;9,1;7,5;7,5;8,1;5;6,1
2022;Aluno-657;Topázio;8,1;3;9,5;9,8;7,5;9;7,5;5;6,4
2022;Aluno-698;Ametista;7,4;2;9;9,8;2,5;8,1;8,1;5;5,5
2022;Aluno-671;Ametista;7,6;2;8,5;8,2;8,1;8,8;7,4;5;5,6
2022;Aluno-6;Quartzo;5,8;4;7,9;4,5;7,5;3,3;7,2;5;7,6
2022;Aluno-10;Quartzo;5,8;4;8,3;5,2;5;4,1;7,1;5;6,9
2022;Aluno-692;Ametista;7,6;2;9,5;8,9;8,1;6,9;7,9;5;6
2022;Aluno-317;Ametista;7;3;8,8;5,6;7,5;6,8;5,9;10;7,1
2022;Aluno-677;Topázio;8,4;2;10;9,4;7,5;7,3;8,6;10;5,9
2022;Aluno-676;Ametista;7,9;2;8,5;8,6;8,1;9,3;8,2;5;5,2
2022;Aluno-23;Ametista;7,7;4;8,3;8,2;8,1;6,7;8,6;5;8,6
2022;Aluno-697;Ametista;7,7;2;7;9,3;7,5;8,4;8,1;5;5,9
2022;Aluno-452;Ágata;6,3;3;9;5,6;7,5;4,8;7,2;5;6,3
2022;Aluno-25;Ametista;8;4;8,3;8,3;8,8;6,9;9,7;5;8,1
2022;Aluno-650;Ágata;7;3;6,9;8,7;5,6;6,9;7,5;5;6,3
2022;Aluno-30;Ametista;7,6;4;8,8;6,4;7,5;7,5;7,3;10;7,3
2022;Aluno-44;Quartzo;5,5;3;5;5,9;7,5;3;7,3;5;5,1
2022;Aluno-695;Quartzo;4,3;2;9;3,1;7,5;2,5;2,5;10;2,5
2022;Aluno-696;Ametista;7,4;2;8,5;9;7,5;6,6;8,2;5;5,4
2022;Aluno-672;Ametista;7,5;2;8,5;8,5;8,1;8,8;6,8;5;5,2
2022;Aluno-24;Topázio;8,1;4;9,2;7,9;6,9;8,6;9,1;5;8,7
2022;Aluno-88;Ametista;7,5;4;7,1;9,2;5,6;6,5;9,2;5;7,5
2022;Aluno-586;Ametista;8;3;10;9,6;5,6;8,2;8,8;5;6,2
2022;Aluno-637;Ametista;7;3;8,5;9;7,5;5,8;7;5;5,4
2022;Aluno-721;Ametista;8;2;9,5;8,1;7,5;7,6;7,9;10;5,8
2022;Aluno-720;Ágata;6,7;2;8;5,9;7,5;7,6;7,1;5;5,3
2022;Aluno-118;Quartzo;5,6;4;0;5,3;6,3;3,9;7;10;7,3
2022;Aluno-306;Ágata;6,4;4;8,3;6,8;7,5;5,2;6;5;7,2
2022;Aluno-502;Topázio;8,3;3;9,5;9,7;7,5;7,4;7,8;10;6,2
2022;Aluno-342;Ágata;6,9;3;9;6,7;7,5;6,6;7,5;5;5,9
2022;Aluno-96;Ametista;7,5;4;9,2;7,8;6,9;6,7;8,5;5;7,9
2022;Aluno-507;Ametista;7,7;3;8,5;10;7,5;7,4;7,2;5;6,8
2022;Aluno-101;Ametista;7,3;4;7,9;8,3;7,5;7,6;6,8;5;7,2
2022;Aluno-719;Quartzo;5,6;2;9;4,6;7,5;4,2;6,1;5;4,7
2022;Aluno-639;Ágata;6,6;3;8,5;7,4;7,5;5,5;6,6;5;6
2022;Aluno-504;Topázio;8,1;3;8,5;8,9;7,5;8;7,6;10;6
2022;Aluno-810;Ametista;7,9;2;8,5;9,1;5;9,6;7,2;10;3,7
2022;Aluno-811;Ágata;6,6;2;8,9;5,7;5,6;7,3;7,7;5;5,1
2022;Aluno-121;Ametista;7,2;4;7,1;8,4;6,3;7,2;7,6;5;7,2
2022;Aluno-513;Topázio;8,2;3;9;9,6;5,6;8,3;7,8;10;6
2022;Aluno-89;Ametista;7,3;4;9,6;7,8;7,5;5,9;8;5;7,5
2022;Aluno-109;Topázio;8,5;4;8,8;10;8,8;8,4;8,7;5;8,2
2022;Aluno-722;Ametista;7,4;2;10;8,1;4,4;8,1;8,3;5;5,6
2022;Aluno-345;Quartzo;5,8;3;9,5;5,4;5,6;3,6;6,7;5;6,5
2022;Aluno-717;Ágata;6,8;2;9;7,3;7,5;5,4;7,9;5;5,3
2023;Aluno-59;Ametista;7,7;4;7,5;9,6;5,6;7,2;8,4;5;8,3
2023;Aluno-62;Ametista;7,6;4;0;9,8;6,9;7,5;8,2;10;8,2
2022;Aluno-746;Ametista;7,7;2;8;9,1;5,6;7,2;7,4;10;6
2023;Aluno-19;Ametista;7,7;4;7,9;9,4;5,6;7,8;8,2;5;7,8
2022;Aluno-494;Ágata;6,4;3;6,4;8,3;5;5,8;6,9;5;5,6
2022;Aluno-694;Topázio;8,4;2;10;9;8,1;8,1;7,9;10;5,9
2022;Aluno-715;Ágata;6,7;2;8,5;8,7;4,4;4,9;7,9;5;6,1
2022;Aluno-495;Ametista;7,9;3;9;8,9;7,5;8,4;8,1;5;6,7
2022;Aluno-693;Ametista;7,9;2;9,5;9,8;8,1;5,7;7,7;10;5
2023;Aluno-53;Ametista;7,6;4;9,2;9,1;5,6;7,7;7,6;5;7,5
2022;Aluno-753;Topázio;8,5;2;9,5;8,6;7,5;9,1;8,4;10;5,8
2022;Aluno-752;Topázio;8,2;2;10;9;7,5;9,5;8,4;5;5,7
2022;Aluno-724;Ágata;6,9;2;9,5;5,9;5,6;5,6;8;10;4,9
2022;Aluno-751;Quartzo;5,2;2;8,5;5,8;7,5;3,8;6,2;5;2,5
2024;Aluno-662;Ametista;7,1;5;7,9;7,6;7,5;4,2;7,2;10;7,6
2022;Aluno-688;Ametista;7,8;2;8,5;9,7;7,5;7,9;7,9;5;6
2022;Aluno-689;Ágata;6,4;2;7,4;7,9;5,6;5,8;6,7;5;5,2
2022;Aluno-690;Ametista;7,5;2;9,5;9,5;7,5;7;7,4;5;5,2
2022;Aluno-691;Topázio;8,7;2;10;9,2;8,1;9,4;7,9;10;5,9
2022;Aluno-723;Ametista;7,4;2;10;6,6;8,1;5,5;8,2;10;5,3
2022;Aluno-726;Ágata;7;2;10;7,5;7,5;4,4;6,6;10;5,5
2022;Aluno-749;Ametista;7,5;2;9,5;7,7;7,5;8,8;7,2;5;5,6
2022;Aluno-748;Topázio;8,1;2;10;9;7,5;9,1;8,2;5;5,9
2022;Aluno-747;Ametista;7,7;2;10;7,6;7,5;8,8;7,9;5;5,9
2022;Aluno-727;Ametista;7,7;2;9;7,7;8,1;8,4;6,8;10;4,1
2022;Aluno-744;Ametista;7,7;2;9,5;9,7;5,6;6,2;7,5;10;5,1
2022;Aluno-699;Ágata;6,7;2;5,2;9,2;7,5;7,1;6;5;4,7
2024;Aluno-466;Ágata;6,8;4;8,8;7,2;8,8;4;7,7;5;7,5
2022;Aluno-732;Ametista;7,3;2;9;7,9;8,8;7,2;7,5;5;5
2022;Aluno-718;Topázio;8,1;2;8;8,9;6,3;9,2;7,4;10;5,7
2022;Aluno-733;Ágata;6,7;2;9,5;8,5;5,6;5,1;6,9;5;5,9
2022;Aluno-711;Ágata;6;2;9;7,9;6,3;3,5;6;5;4,9
2022;Aluno-734;Ágata;7;2;9,5;7,2;5,6;7,3;7,4;5;6,1
2022;Aluno-492;Ametista;7,7;3;10;8,8;7,5;7,1;8,3;5;6,1
2022;Aluno-709;Quartzo;5,3;2;9,5;3,5;7,5;2,3;7,1;5;5,2
2022;Aluno-491;Ametista;7,5;3;7,5;9,7;7,5;7;7,7;5;6,2
2024;Aluno-423;Ágata;6,6;4;5,8;6,5;8,1;4,3;6,8;10;6,9
2022;Aluno-729;Topázio;8,2;2;10;8,7;8,1;8,1;7,2;10;5,9
2024;Aluno-631;Ágata;6,8;4;8,3;7,2;8,8;4,2;6,2;10;5,6
2022;Aluno-708;Ametista;7,3;2;8;8,4;7,5;7,3;7,6;5;5,9
2024;Aluno-666;Topázio;8,2;4;10;7,9;7,5;7,2;8,4;10;7,5
2022;Aluno-736;Ágata;6,7;2;9;8,5;5,6;5,4;7;5;5,6
2022;Aluno-725;Ágata;6,3;2;8;5,9;8,1;5;5,5;10;4,1
2022;Aluno-705;Ágata;6,6;2;9,5;6,2;7,5;7,1;6,3;5;4,8
2024;Aluno-658;Ametista;7,5;5;8,8;10;8,1;3,7;6,7;10;7,4
